"drug","casrn.x","dtxsid","dtxcid","preferredName","hasStructureImage","smiles","isMarkush","searchName","searchValue","rank","isDuplicate","QSAR_Ready_SMILES","Canonical_SMILES","surr.pod.gen","surr.pod.repdev","pod.gen","lb.gen","ub.gen","cum_freq.gen","pod.repdev","lb.repdev","ub.repdev","cum_freq.repdev","casrn.y","Name","pod.min","pod.min.lb"
"raloxifene hydrochloride","82640-04-8","DTXSID1034181","DTXCID9014181","Raloxifene hydrochloride",1,"Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1",FALSE,"Integrated Source Name","RALOXIFENE HYDROCHLORIDE",16,FALSE,"OC1C=CC(=CC=1)C1SC2=CC(O)=CC=C2C=1C(=O)C1C=CC(=CC=1)OCCN1CCCCC1","Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12",NA,1.77008137749607,19.72477526,1.439064701,270.3608523,0.760833311,NA,NA,NA,0.0261613058247389,"82640-04-8","Raloxifene hydrochloride",19.72477526,1.439064701
"ramelteon","196597-26-9","DTXSID6045951","DTXCID301508624","Ramelteon",1,"CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC3=C12",FALSE,"Integrated Source Name","RAMELTEON",16,FALSE,"CCC(=O)NCCC1CCC2=CC=C3OCCC3=C21","CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3",NA,NA,4.881897801,0.356169675,66.91452921,0.302222543,4.601710048,0.509594773,41.55406706,0.049788797,"196597-26-9","Ramelteon",4.601710048,0.356169675
"ranolazine","95635-55-5","DTXSID3045196","DTXCID1025196","Ranolazine",1,"COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1",FALSE,"Approved Name","RANOLAZINE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rasagiline mesylate","161735-79-1","DTXSID8047848","DTXCID8027826","Rasagiline mesylate",1,"CS(O)(=O)=O.C#CCN[C@@H]1CCC2=CC=CC=C12",FALSE,"Approved Name","RASAGILINE MESYLATE",9,FALSE,"C#CCNC1CCC2=CC=CC=C21","C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O",NA,NA,4.161803263,0.303633582,57.04443587,0.239003652,13.11069301,1.451882139,118.3913395,0.29907504,"161735-79-1","Rasagiline mesylate",4.161803263,0.303633582
"regorafenib","755037-03-7","DTXSID60226441","DTXCID60148932","Regorafenib",1,"CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1",FALSE,"Integrated Source Name","REGORAFENIB",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rifaximin","80621-81-4","DTXSID7045998","DTXCID5025998","Rifaximin",1,"CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12",FALSE,"Integrated Source Name","RIFAXIMIN",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"riociguat","625115-55-1","DTXSID50978109","DTXCID901405436","Riociguat",1,"COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=C1C=CC=N2",FALSE,"Approved Name","RIOCIGUAT",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ripretinib","1442472-39-0","DTXSID201027956","DTXCID101513524","Ripretinib",1,"CCN1C(=O)C(=CC2=CN=C(NC)C=C12)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1",FALSE,"Approved Name","RIPRETINIB",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"risedronate sodium","115436-72-1","DTXSID1046132","DTXCID9026132","Risedronate sodium",1,"[Na+].[Na+].OC(CC1=CC=CN=C1)(P(O)([O-])=O)P(O)([O-])=O",FALSE,"Approved Name","RISEDRONATE SODIUM",9,FALSE,"OC(CC1C=NC=CC=1)(P(O)(O)=O)P(O)(O)=O","O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)([O-])O.[Na+].[Na+]",NA,NA,67.22736107,4.904721143,921.4627999,0.955760715,128.7567912,14.25856629,1162.691321,0.943403435,"115436-72-1","Risedronate sodium",67.22736107,4.904721143
"ritonavir","155213-67-5","DTXSID1048627","DTXCID8028553","Ritonavir",1,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1",FALSE,"Integrated Source Name","RITONAVIR",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rivastigmine tartrate","129101-54-8","DTXSID8047840","DTXCID4027818","Rivastigmine tartrate",1,"O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C",FALSE,"Approved Name","RIVASTIGMINE TARTRATE",9,FALSE,"CN(C)C(C)C1C=C(C=CC=1)OC(=O)N(C)CC","CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@@H](O)[C@H](O)C(=O)O",NA,NA,1.814392396,0.132373019,24.86926559,0.050606476,6.372076888,0.705645736,57.54072019,0.076798333,"129101-54-8","Rivastigmine tartrate",1.814392396,0.132373019
"rofecoxib","162011-90-7","DTXSID2023567","DTXCID903567","Rofecoxib",1,"CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1",FALSE,"Integrated Source Name","ROFECOXIB",16,FALSE,"CS(=O)(=O)C1C=CC(=CC=1)C1COC(=O)C=1C1C=CC=CC=1","CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1",NA,NA,10.37577465,0.756987639,142.2172492,0.582896699,31.78530928,3.519914835,287.0256621,0.575179155,"162011-90-7","Rofecoxib",10.37577465,0.756987639
"ropinirole hydrochloride","91374-20-8","DTXSID50238533","DTXCID00161024","Ropinirole hydrochloride",1,"Cl.CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1",FALSE,"Synonym","ROPINIROLE HYDROCHLORIDE",15,FALSE,"CCCN(CCC)CCC1C=CC=C2NC(=O)CC=12","CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl",NA,NA,2.468517327,0.180096153,33.83513575,0.091602426,5.796651959,0.641923004,52.3445549,0.066224514,"91374-20-8","Ropinirole hydrochloride",2.468517327,0.180096153
"rosiglitazone maleate","155141-29-0","DTXSID2023569","DTXCID703569","Rosiglitazone maleate",1,"OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1",FALSE,"Integrated Source Name","ROSIGLITAZONE MALEATE",16,FALSE,"CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1","CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O",NA,NA,5.740596866,0.418817969,78.68442814,0.369916888,5.052213018,0.559483609,45.62217009,0.055090642,"","Rosiglitazone maleate",5.052213018,0.418817969
"rosuvastatin calcium","147098-20-2","DTXSID9045928","DTXCID301508474","Rosuvastatin calcium",1,"[Ca++].CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1.CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1",FALSE,"Approved Name","ROSUVASTATIN CALCIUM",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapropterin dihydrochloride","69056-38-8","DTXSID0040620","DTXCID8020620","Sapropterin dihydrochloride",1,"Cl.Cl.C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2",FALSE,"Synonym","SAPROPTERIN DIHYDROCHLORIDE",15,FALSE,"CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2N1","C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl",NA,NA,23.22525619,1.694450046,318.3407656,0.797580318,57.92396276,6.414517286,523.061255,0.766318106,"69056-38-8","Sapropterin dihydrochloride",23.22525619,1.694450046
"saxagliptin hydrochloride","709031-78-7","DTXSID50991191","DTXCID801418276","Saxagliptin hydrochloride",1,"Cl.N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2",FALSE,"Approved Name","SAXAGLIPTIN HYDROCHLORIDE",9,FALSE,"NC(C(=O)N1C2CC2CC1C#N)C12CC3(O)CC(C1)CC(C2)C3","Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2",NA,NA,2.647150698,0.193128747,36.2836032,0.10483339,12.10249812,1.34023433,109.2872026,0.265081009,"709031-78-7","Saxagliptin hydrochloride",2.647150698,0.193128747
"sildenafil citrate","171599-83-0","DTXSID4046076","DTXCID2026076","Sildenafil citrate",1,"OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1",FALSE,"Integrated Source Name","SILDENAFIL CITRATE",16,FALSE,"CN1CCN(CC1)S(=O)(=O)C1C=C(C2NC(=O)C3=C(N=2)C(CCC)=NN3C)C(=CC=1)OCC","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O",NA,NA,12.25917174,0.894395048,168.0323389,0.633126072,59.08174434,6.542730371,533.51618,0.772864514,NA,"Sildenafil citrate",12.25917174,0.894395048
"silodosin","160970-54-7","DTXSID40167045","DTXCID3089536","Silodosin",1,"C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F",FALSE,"Integrated Source Name","SILODOSIN",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"simeprevir sodium","1241946-89-3","DTXSID401026366",NA,"Simeprevir sodium",0,NA,TRUE,"Approved Name","SIMEPREVIR SODIUM",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"simvastatin","79902-63-9","DTXSID0023581","DTXCID103581","Simvastatin",1,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12",FALSE,"Integrated Source Name","SIMVASTATIN",16,FALSE,"CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21","CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21",NA,NA,8.224318211,0.600023365,112.7279602,0.507646603,18.136479,2.008439211,163.77487,0.413614787,"79902-63-9","Simvastatin",8.224318211,0.600023365
"sirolimus","53123-88-9","DTXSID5023582","DTXCID503582","Sirolimus",1,"[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](O)[C@@H](C1)OC",FALSE,"Integrated Source Name","SIROLIMUS",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sitagliptin phosphate","654671-78-0","DTXSID10215789","DTXCID90138280","Sitagliptin phosphate",1,"OP(O)(O)=O.N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F",FALSE,"Approved Name","SITAGLIPTIN PHOSPHATE",9,FALSE,"NC(CC1=CC(F)=C(F)C=C1F)CC(=O)N1CC2=NN=C(N2CC1)C(F)(F)F","N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=P(O)(O)O",NA,NA,3.004140329,0.219173717,41.17673987,0.133674925,11.15728804,1.235561477,100.7518272,0.229888462,"654671-78-0","Sitagliptin phosphate",3.004140329,0.219173717
"sodium oxybate","591-81-1","DTXSID2074740","DTXCID9042548","4-Hydroxybutyric acid",1,"OCCCC(O)=O",FALSE,"Synonym","SODIUM OXYBATE",15,FALSE,"OCCCC(O)=O","O=C(O)CCCO",NA,NA,80.01841877,5.83792111,1096.78552,0.970992938,120.8830356,13.3866242,1091.590238,0.935812837,"502-85-2","Butanoic acid, 4-hydroxy-",80.01841877,5.83792111
"sodium zirconium cyclosilicate","17141-74-1","DTXSID601026629","DTXCID501510772","Sodium zirconium cyclosilicate",1,"[Na+].[Na+].[Zr+4].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1",FALSE,"Approved Name","SODIUM ZIRCONIUM CYCLOSILICATE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solifenacin succinate","242478-38-2","DTXSID30947075","DTXCID101375342","Butanedioic acid--1-azabicyclo[2.2.2]octan-3-yl 1-phenyl-3,4-dihydroisoquinoline-2(1H)-carboxylate (1/1)",1,"OC(=O)CCC(O)=O.[H][C@@]1(CN2CCC1CC2)OC(=O)N1CCC2=CC=CC=C2[C@]1([H])C1=CC=CC=C1",FALSE,"Synonym","SOLIFENACIN SUCCINATE",15,FALSE,"O=C(OC1CN2CCC1CC2)N1CCC2=CC=CC=C2C1C1C=CC=CC=1","O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1",NA,NA,2.658901241,0.193986034,36.44466394,0.105728232,6.089072562,0.674305751,54.98515268,0.071345897,"242478-38-2","Butanedioic acid--1-azabicyclo[2.2.2]octan-3-yl 1-phenyl-3,4-dihydroisoquinoline-2(1H)-carboxylate (1/1)",2.658901241,0.193986034
"sorafenib tosylate","475207-59-1","DTXSID9047839","DTXCID9027817","Sorafenib tosylate",1,"CC1=CC=C(C=C1)S(O)(=O)=O.CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1",FALSE,"Approved Name","SORAFENIB TOSYLATE",9,FALSE,"CNC(=O)C1=CC(=CC=N1)OC1C=CC(=CC=1)NC(=O)NC1C=C(C(Cl)=CC=1)C(F)(F)F","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1",NA,NA,57.66366447,4.206980459,790.3764311,0.940275845,127.0099056,14.06511565,1146.916707,0.941783013,"475207-59-1","Sorafenib tosylate",57.66366447,4.206980459
"sunitinib malate","341031-54-7","DTXSID4046492","DTXCID801476195","Sunitinib malate",1,"O[C@@H](CC(O)=O)C(O)=O.CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C",FALSE,"Approved Name","SUNITINIB MALATE",9,FALSE,"CC1=C(C=C2C3=CC(F)=CC=C3NC2=O)NC(C)=C1C(=O)NCCN(CC)CC","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O",NA,NA,11.44365387,0.834897134,156.85431,0.612685347,49.38724989,5.469159101,445.9735777,0.712432202,"341031-54-7","Sunitinib malate",11.44365387,0.834897134
"suvorexant","1030377-33-3","DTXSID90145616","DTXCID0068107","Suvorexant",1,"C[C@@H]1CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2",FALSE,"Integrated Source Name","SUVOREXANT",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tadalafil","171596-29-5","DTXSID9046786","DTXCID7026786","Tadalafil",1,"CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O",FALSE,"Integrated Source Name","TADALAFIL",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tamoxifen citrate","54965-24-1","DTXSID8021301","DTXCID101301","Tamoxifen citrate",1,"OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1",FALSE,"Integrated Source Name","TAMOXIFEN CITRATE",16,FALSE,"CCC(=C(C1C=CC=CC=1)C1C=CC(=CC=1)OCCN(C)C)C1C=CC=CC=1","CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O",NA,0.0014884550850438,5.272788076,0.384687942,72.27233058,0.334177978,NA,NA,NA,4.30986239192707e-06,"54965-24-1","Tamoxifen citrate",5.272788076,0.384687942
"tasimelteon","609799-22-6","DTXSID70209826","DTXCID20132317","Tasimelteon",1,"CCC(=O)NC[C@@H]1C[C@H]1C1=C2CCOC2=CC=C1",FALSE,"Approved Name","TASIMELTEON",9,FALSE,"CCC(=O)NCC1CC1C1C=CC=C2OCCC=12","CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2",NA,NA,3.327058636,0.242732938,45.60287236,0.16254384,13.51954557,1.497158595,122.0833336,0.311899031,"609799-22-6","Tasimelteon",3.327058636,0.242732938
"tecovirimat","869572-92-9","DTXSID101026474","DTXCID301510657","Tecovirimat",1,"[H][C@@]12[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@]1([H])C(=O)N(NC(=O)C1=CC=C(C=C1)C(F)(F)F)C2=O",FALSE,"Integrated Source Name","TECOVIRIMAT",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telmisartan","144701-48-4","DTXSID8023636","DTXCID803636","Telmisartan",1,"CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O",FALSE,"Integrated Source Name","TELMISARTAN",16,FALSE,"CN1C(=NC2=CC=CC=C12)C1C=C(C)C2N=C(CCC)N(CC3=CC=C(C=C3)C3=CC=CC=C3C(O)=O)C=2C=1","CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1",NA,NA,19.72840854,1.439329775,270.4106524,0.760865669,21.33183342,2.362293733,192.6293546,0.460392984,"144701-48-4","Telmisartan",19.72840854,1.439329775
"telotristat etiprate","1137608-69-5","DTXSID701027870","DTXCID101513443","Telotristat etiprate",1,"OC(=O)CNC(=O)C1=CC=CC=C1.CC1=NN(C=C1)C1=C(C=CC(Cl)=C1)[C@@H](OC1=NC(N)=NC(=C1)C1=CC=C(C[C@H](N)C(O)=O)C=C1)C(F)(F)F",FALSE,"Approved Name","TELOTRISTAT ETIPRATE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenofovir disoproxil fumarate","202138-50-9","DTXSID5050426","DTXCID801764445","Tenofovir disoproxil fumarate",1,"OC(=O)\C=C\C(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C",FALSE,"Approved Name","TENOFOVIR DISOPROXIL FUMARATE",9,FALSE,"CC(CN1C=NC2C(N)=NC=NC1=2)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C","CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O",NA,NA,7.104712625,0.518340058,97.38190348,0.455689775,26.66776439,2.953196354,240.8135363,0.524203043,"202138-50-9","Tenofovir disoproxil fumarate",7.104712625,0.518340058
"teriflunomide","163451-81-8","DTXSID80893457","DTXCID401323471","Teriflunomide",1,"C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F",FALSE,"Approved Name","TERIFLUNOMIDE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetrabenazine","58-46-8","DTXSID0042614","DTXCID001476353","Tetrabenazine",1,"[H][C@@]12CC(=O)[C@@H](CC(C)C)CN1CCC1=C2C=C(OC)C(OC)=C1",FALSE,"Integrated Source Name","TETRABENAZINE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"thalidomide","50-35-1","DTXSID9022524","DTXCID402524","Thalidomide",1,"O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12",FALSE,"Integrated Source Name","THALIDOMIDE",16,FALSE,"O=C1CCC(C(=O)N1)N1C(=O)C2=CC=CC=C2C1=O","O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1",200.77608161849,NA,NA,NA,NA,0.998086064791663,56.08030834,6.210350433,506.412805,0.755273841,"50-35-1","Thalidomide",56.08030834,6.210350433
"tiagabine hydrochloride","145821-59-6","DTXSID2044218","DTXCID0024218","Tiagabine hydrochloride",1,"Cl.CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1",FALSE,"Approved Name","TIAGABINE HYDROCHLORIDE",9,FALSE,"CC1C=CSC=1C(=CCCN1CC(CCC1)C(O)=O)C1SC=CC=1C","Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl",NA,NA,4.6522679,0.339416517,63.76706948,0.282679149,15.12402314,1.674838931,136.5719841,0.355000784,"145821-59-6","Tiagabine hydrochloride",4.6522679,0.339416517
"ticagrelor","274693-27-5","DTXSID901009337","DTXCID501436166","Ticagrelor",1,"CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=N1",FALSE,"Approved Name","TICAGRELOR",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tofacitinib citrate","540737-29-9","DTXSID80202404","DTXCID40124895","Tofacitinib citrate",1,"OC(=O)CC(O)(CC(O)=O)C(O)=O.C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N",FALSE,"Approved Name","TOFACITINIB CITRATE",9,FALSE,"CN(C1CN(CCC1C)C(=O)CC#N)C1=NC=NC2NC=CC=21","C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O",NA,NA,4.716118268,0.344074862,64.64224497,0.288265998,15.6102574,1.728684661,140.9627456,0.36589819,"540737-29-9","Tofacitinib citrate",4.716118268,0.344074862
"tolterodine tartrate","124937-52-6","DTXSID80924972","DTXCID801510452","(R)-Tolterodine L-tartrate",1,"[H][C@](O)(C(O)=O)[C@@]([H])(O)C(O)=O.CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C",FALSE,"Expert Validated Synonym","TOLTERODINE TARTRATE",10,FALSE,"CC1C=CC(O)=C(C=1)C(CCN(C(C)C)C(C)C)C1C=CC=CC=1","Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O",NA,NA,5.801921035,0.42329201,79.52497787,0.374403543,10.45721939,1.158035662,94.43011216,0.20334066,"124937-52-6","(R)-Tolterodine L-tartrate",5.801921035,0.42329201
"tolvaptan","150683-30-0","DTXSID3048780","DTXCID9028706","Tolvaptan",1,"CC1=CC=CC=C1C(=O)NC1=CC=C(C(=O)N2CCCC(O)C3=C2C=CC(Cl)=C3)C(C)=C1",FALSE,"Approved Name","TOLVAPTAN",9,FALSE,"CC1=CC(=CC=C1C(=O)N1CCCC(O)C2C=C(Cl)C=CC1=2)NC(=O)C1=CC=CC=C1C","Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1",NA,NA,14.86532709,1.084532888,203.7540327,0.688186844,48.27389669,5.345866029,435.9198471,0.704827914,"150683-30-0","Tolvaptan",14.86532709,1.084532888
"topiramate","97240-79-4","DTXSID8023688","DTXCID103688","Topiramate",1,"CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1",FALSE,"Integrated Source Name","TOPIRAMATE",16,FALSE,"CC1(C)OC2C3OC(C)(C)OC3COC2(COS(N)(=O)=O)O1","CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1",NA,NA,16.93533606,1.235554981,232.1269486,0.723063271,61.94708193,6.860038729,559.3905678,0.788356851,"97240-79-4","Topiramate",16.93533606,1.235554981
"troglitazone","97322-87-7","DTXSID8023719","DTXCID603719","Troglitazone",1,"CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C",FALSE,"Integrated Source Name","TROGLITAZONE",16,FALSE,"CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C","Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2",40.9595525215785,NA,NA,NA,NA,0.897538806358308,12.38841436,1.371896781,111.8690651,0.274921779,"97322-87-7","Troglitazone",12.38841436,1.371896781
"ulipristal acetate","126784-99-4","DTXSID30155294","DTXCID9077785","Ulipristal acetate",1,"CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12",FALSE,"Approved Name","ULIPRISTAL ACETATE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"valbenazine tosylate","1639208-54-0","DTXSID201026308","DTXCID401510543","Valbenazine tosylate (1:2)",1,"CC1=CC=C(C=C1)S(O)(=O)=O.CC1=CC=C(C=C1)S(O)(=O)=O.[H][C@]12C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CCC1=C2C=C(OC)C(OC)=C1",FALSE,"Expert Validated Synonym","VALBENAZINE TOSYLATE",10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
