Molecule ChEMBL ID,Parent Molecule ChEMBL ID,Parent Molecule Name,Warning Type,Warning Class,Description,Country/Year,EFO ID,EFO Term,EFO ID for Warning Class,References
CHEMBL4066936,CHEMBL4066936,VERICIGUAT,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: FDA RefID: 17056d73-1b1b-4bf2-9c07-b7a9367f0d6d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17056d73-1b1b-4bf2-9c07-b7a9367f0d6d
CHEMBL149972,CHEMBL40,PHENOBARBITAL,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1201178,CHEMBL1201222,LISDEXAMFETAMINE,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,
CHEMBL5314379,CHEMBL5314379,VOCLOSPORIN,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,Type: FDA RefID: 9f489295-1156-52c7-5fd0-5c4c52f9b813 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f489295-1156-52c7-5fd0-5c4c52f9b813
CHEMBL4594505,CHEMBL4594505,TECLISTAMAB,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,
CHEMBL4297517,CHEMBL4297517,MAVACAMTEN,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,
CHEMBL5314379,CHEMBL5314379,VOCLOSPORIN,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: FDA RefID: 9f489295-1156-52c7-5fd0-5c4c52f9b813 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f489295-1156-52c7-5fd0-5c4c52f9b813
CHEMBL4594505,CHEMBL4594505,TECLISTAMAB,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,
CHEMBL1200955,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,Type: DailyMed RefID: 8015f042-54fb-4a7a-a10b-6219e1a450c8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8015f042-54fb-4a7a-a10b-6219e1a450c8|Type: DailyMed RefID: 99b2eb58-8d14-48fc-bbe1-aacb711a783e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=99b2eb58-8d14-48fc-bbe1-aacb711a783e|Type: DailyMed RefID: 721564bc-7c0b-4418-ab49-0af362e74eb7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=721564bc-7c0b-4418-ab49-0af362e74eb7|Type: FDA RefID: 3acd97be-1720-4a23-a880-d0100bcc4e39 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3acd97be-1720-4a23-a880-d0100bcc4e39|Type: FDA RefID: da02b428-42a4-4007-b0b7-695f2db010f2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da02b428-42a4-4007-b0b7-695f2db010f2|Type: FDA RefID: 9650af9b-d36f-4a2f-9647-d0f798933402 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9650af9b-d36f-4a2f-9647-d0f798933402
CHEMBL3989769,CHEMBL3989751,NEOMYCIN,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1747,CHEMBL1747,TOBRAMYCIN,Black Box Warning,nephrotoxicity,None,United States: None,None,None,EFO:0011056,Type: DailyMed RefID: 8cfeb84f-193a-458a-bdec-205d9274e1a4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8cfeb84f-193a-458a-bdec-205d9274e1a4|Type: DailyMed RefID: 6168205f-e917-4826-9519-f444aa51a5b2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6168205f-e917-4826-9519-f444aa51a5b2|Type: DailyMed RefID: 9a5cecd6-aa65-42d2-b15a-06b4fcebcc0f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a5cecd6-aa65-42d2-b15a-06b4fcebcc0f|Type: DailyMed RefID: a9897444-71f6-42af-9b71-4aa77829ade0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9897444-71f6-42af-9b71-4aa77829ade0|Type: FDA RefID: 02b48684-168c-4cd9-8375-794206eff23e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02b48684-168c-4cd9-8375-794206eff23e|Type: FDA RefID: 10660034-8b30-492c-ae59-171bcbc397da URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10660034-8b30-492c-ae59-171bcbc397da
CHEMBL4297610,CHEMBL4297610,OLUTASIDENIB,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1201580,CHEMBL1201580,ADALIMUMAB,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,
CHEMBL1743082,CHEMBL1743082,TRASTUZUMAB EMTANSINE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,
CHEMBL2105709,CHEMBL576982,QUIZARTINIB,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL3039540,CHEMBL3039540,ADUCANUMAB,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL5315119,CHEMBL3622821,UPADACITINIB,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1201120,CHEMBL1005,REMIFENTANIL,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,
CHEMBL177,CHEMBL177,AMIKACIN,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL3707248,CHEMBL2364639,VALBENAZINE,Black Box Warning,psychiatric toxicity,None,United States: None,None,None,EFO:0011059,
CHEMBL2108878,CHEMBL2108878,THYROID,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL501,CHEMBL405,AMPHETAMINE,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,
CHEMBL1550,CHEMBL1550,PHYTONADIONE,Black Box Warning,immune system toxicity,None,United States: None,None,None,EFO:0011053,Type: DailyMed RefID: 7e273dba-a9ea-4ffc-9a4c-9bf444328cba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e273dba-a9ea-4ffc-9a4c-9bf444328cba|Type: DailyMed RefID: f922f301-f5ab-4db8-b6a6-364f95fff09c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f922f301-f5ab-4db8-b6a6-364f95fff09c|Type: FDA RefID: 1cf90be3-a744-4db5-999d-a84c67372304 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1cf90be3-a744-4db5-999d-a84c67372304
CHEMBL3301574,CHEMBL3301574,TISAGENLECLEUCEL,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,
CHEMBL3989989,CHEMBL3989989,AXICABTAGENE CILOLEUCEL,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,
CHEMBL1715,CHEMBL595,PIOGLITAZONE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 1b77dbeb-61d1-4df3-872b-2f4f75a110db URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b77dbeb-61d1-4df3-872b-2f4f75a110db|Type: DailyMed RefID: 73e92590-87c0-4087-839e-d1aff2851a06 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73e92590-87c0-4087-839e-d1aff2851a06|Type: DailyMed RefID: 5f844e44-0f0d-4b28-9d34-b97780e1c6ec URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f844e44-0f0d-4b28-9d34-b97780e1c6ec|Type: DailyMed RefID: 5e36173a-2b5f-4ed7-bf81-6e79d78df0c4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e36173a-2b5f-4ed7-bf81-6e79d78df0c4|Type: DailyMed RefID: e523f80d-ce99-46b5-b6a8-a5a9027fc609 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e523f80d-ce99-46b5-b6a8-a5a9027fc609|Type: FDA RefID: af863b9e-9646-3b1e-e053-2995a90ab93a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af863b9e-9646-3b1e-e053-2995a90ab93a|Type: FDA RefID: fc5ea675-0eb5-42dd-a33f-46d5fda1517c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5ea675-0eb5-42dd-a33f-46d5fda1517c|Type: FDA RefID: 38011100-3203-4626-ba3b-81acd3a0f0f1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38011100-3203-4626-ba3b-81acd3a0f0f1
CHEMBL1743082,CHEMBL1743082,TRASTUZUMAB EMTANSINE,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,
CHEMBL612,CHEMBL612,DEXTROAMPHETAMINE,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,
CHEMBL527,CHEMBL527,PIROXICAM,Black Box Warning,gastrointestinal toxicity,None,United States: None,None,None,EFO:0011050,Type: DailyMed RefID: 549c92e1-114b-0203-e054-00144ff8d46c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=549c92e1-114b-0203-e054-00144ff8d46c|Type: DailyMed RefID: 3fa3d666-3154-23a7-1c69-915cd6f6a87c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3fa3d666-3154-23a7-1c69-915cd6f6a87c|Type: FDA RefID: 0373da3a-7779-4e26-87f1-cd346018282c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0373da3a-7779-4e26-87f1-cd346018282c|Type: FDA RefID: 923a81d7-78e7-48e9-901d-e3ce3539aba3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=923a81d7-78e7-48e9-901d-e3ce3539aba3
CHEMBL5315119,CHEMBL3622821,UPADACITINIB,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,
CHEMBL4297634,CHEMBL4297634,GADOPICLENOL,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL43452,CHEMBL43452,POMALIDOMIDE,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 2b25ef01-5c9e-11e1-b86c-0800200c9a66 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b25ef01-5c9e-11e1-b86c-0800200c9a66
CHEMBL1200686,CHEMBL1200686,PIMECROLIMUS,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: DailyMed RefID: e4027e5a-0f9b-4070-b196-f60172f45c4c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4027e5a-0f9b-4070-b196-f60172f45c4c|Type: DailyMed RefID: 6601e43e-ce7d-446a-8568-8e7b24b86f06 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6601e43e-ce7d-446a-8568-8e7b24b86f06|Type: DailyMed RefID: 802a1ab4-690f-47bd-b1f3-f20a7a04978b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=802a1ab4-690f-47bd-b1f3-f20a7a04978b
CHEMBL5315124,CHEMBL33,LEVOFLOXACIN ANHYDROUS,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL2105708,CHEMBL1171837,PONATINIB,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 16d804b6-4957-43ee-b18c-3b36ec37c5ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16d804b6-4957-43ee-b18c-3b36ec37c5ac
CHEMBL5314355,CHEMBL5314354,POLYMYXIN B,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,Type: DailyMed RefID: a14373aa-c5fa-4f90-8e8f-fc9e2219039c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a14373aa-c5fa-4f90-8e8f-fc9e2219039c|Type: DailyMed RefID: 36669124-8897-47bc-bd43-494515004909 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=36669124-8897-47bc-bd43-494515004909|Type: DailyMed RefID: 1d57c007-5019-4f88-a927-4a186c25d912 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d57c007-5019-4f88-a927-4a186c25d912|Type: FDA RefID: fbc12c18-567b-41bc-89d0-efd29616615c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbc12c18-567b-41bc-89d0-efd29616615c|Type: FDA RefID: 18daf0d1-b6f5-46f4-ab2f-01a594f3959c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18daf0d1-b6f5-46f4-ab2f-01a594f3959c
CHEMBL295698,CHEMBL295698,LEVOKETOCONAZOLE,Black Box Warning,hepatotoxicity,None,United States: None,None,None,EFO:0011052,
CHEMBL2105708,CHEMBL1171837,PONATINIB,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,Type: DailyMed RefID: 16d804b6-4957-43ee-b18c-3b36ec37c5ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16d804b6-4957-43ee-b18c-3b36ec37c5ac
CHEMBL43452,CHEMBL43452,POMALIDOMIDE,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: 2b25ef01-5c9e-11e1-b86c-0800200c9a66 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b25ef01-5c9e-11e1-b86c-0800200c9a66
CHEMBL1201178,CHEMBL1201222,LISDEXAMFETAMINE,Black Box Warning,gastrointestinal toxicity,None,United States: None,None,None,EFO:0011050,
CHEMBL2105708,CHEMBL1171837,PONATINIB,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 16d804b6-4957-43ee-b18c-3b36ec37c5ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16d804b6-4957-43ee-b18c-3b36ec37c5ac
CHEMBL2105708,CHEMBL1171837,PONATINIB,Black Box Warning,hepatotoxicity,None,United States: None,None,None,EFO:0011052,Type: DailyMed RefID: 16d804b6-4957-43ee-b18c-3b36ec37c5ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16d804b6-4957-43ee-b18c-3b36ec37c5ac
CHEMBL796,CHEMBL796,METHYLPHENIDATE,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,
CHEMBL4297229,CHEMBL4297229,PRABOTULINUMTOXIN A,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL43128,CHEMBL506,PRIMAQUINE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL3707358,CHEMBL3707358,OLIPUDASE ALFA,Black Box Warning,immune system toxicity,None,United States: None,None,None,EFO:0011053,
CHEMBL605,CHEMBL640,PROCAINAMIDE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: d7cb1594-61cf-41c4-9007-1ee28aa69c50 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7cb1594-61cf-41c4-9007-1ee28aa69c50|Type: DailyMed RefID: 8effb720-d9f1-2961-e053-2a95a90ac10f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8effb720-d9f1-2961-e053-2a95a90ac10f|Type: DailyMed RefID: 17e47845-daad-434c-a784-6d3875b0d704 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17e47845-daad-434c-a784-6d3875b0d704|Type: FDA RefID: abb4a154-8e7f-44c7-ab96-ee1bd928288f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abb4a154-8e7f-44c7-ab96-ee1bd928288f|Type: FDA RefID: 9418639f-b370-40cf-81fb-2b0f8c5b6d56 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9418639f-b370-40cf-81fb-2b0f8c5b6d56
CHEMBL103,CHEMBL103,PROGESTERONE,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,Type: DailyMed RefID: 904c4dad-00c9-4c7a-810e-edcd9e535a56 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=904c4dad-00c9-4c7a-810e-edcd9e535a56|Type: DailyMed RefID: 3acad9b0-7ec6-4d5e-9852-32ffadbbed6d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3acad9b0-7ec6-4d5e-9852-32ffadbbed6d|Type: DailyMed RefID: 22ca70fe-0f1c-467c-8c67-593dd472110f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22ca70fe-0f1c-467c-8c67-593dd472110f|Type: DailyMed RefID: d9e6ec7d-85ea-41a7-88ec-88cac22d5b7d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d9e6ec7d-85ea-41a7-88ec-88cac22d5b7d|Type: FDA RefID: 0bf317a8-96d6-849d-7850-9084205a5315 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0bf317a8-96d6-849d-7850-9084205a5315|Type: FDA RefID: 120db25d-2056-462b-a4a9-caed3552e73e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=120db25d-2056-462b-a4a9-caed3552e73e|Type: FDA RefID: 1220b231-4765-4879-acb8-d7887d863a28 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1220b231-4765-4879-acb8-d7887d863a28
CHEMBL5314649,CHEMBL4085457,RITLECITINIB,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL605,CHEMBL640,PROCAINAMIDE,Black Box Warning,hematological toxicity,None,United States: None,None,None,EFO:0011051,Type: DailyMed RefID: d7cb1594-61cf-41c4-9007-1ee28aa69c50 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7cb1594-61cf-41c4-9007-1ee28aa69c50|Type: DailyMed RefID: 17e47845-daad-434c-a784-6d3875b0d704 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17e47845-daad-434c-a784-6d3875b0d704|Type: DailyMed RefID: 8effb720-d9f1-2961-e053-2a95a90ac10f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8effb720-d9f1-2961-e053-2a95a90ac10f|Type: FDA RefID: abb4a154-8e7f-44c7-ab96-ee1bd928288f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abb4a154-8e7f-44c7-ab96-ee1bd928288f|Type: FDA RefID: 9418639f-b370-40cf-81fb-2b0f8c5b6d56 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9418639f-b370-40cf-81fb-2b0f8c5b6d56
CHEMBL1200750,CHEMBL643,PROMETHAZINE,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,Type: DailyMed RefID: a4fbc2d8-19b3-4556-b0b9-6e7a14cd4c36 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a4fbc2d8-19b3-4556-b0b9-6e7a14cd4c36|Type: DailyMed RefID: 891a74cf-c4df-975d-e053-2a95a90a6872 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=891a74cf-c4df-975d-e053-2a95a90a6872|Type: DailyMed RefID: 5716b0d8-0efc-44aa-a17e-a51f24a0c8f1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5716b0d8-0efc-44aa-a17e-a51f24a0c8f1|Type: DailyMed RefID: cb5950f9-dc5a-4a30-9f3e-08b006f27dd5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb5950f9-dc5a-4a30-9f3e-08b006f27dd5|Type: DailyMed RefID: e3cbbde7-2822-4d4c-bed7-36cf90df1715 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3cbbde7-2822-4d4c-bed7-36cf90df1715|Type: FDA RefID: 14e3d58e-8b56-4086-b719-1038a547adbb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14e3d58e-8b56-4086-b719-1038a547adbb|Type: FDA RefID: c525cb2c-9a01-4a9b-ad2c-08630719953d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c525cb2c-9a01-4a9b-ad2c-08630719953d
CHEMBL539423,CHEMBL539423,SPARSENTAN,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1200437,CHEMBL1294,QUINIDINE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 5023f053-fcc4-4c2c-aa59-9ec198ad185e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5023f053-fcc4-4c2c-aa59-9ec198ad185e|Type: DailyMed RefID: 4fb02ad7-6e93-4aff-9aca-5162559b99a5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4fb02ad7-6e93-4aff-9aca-5162559b99a5|Type: FDA RefID: ad2ad985-cca2-25b5-e053-2995a90a402f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad2ad985-cca2-25b5-e053-2995a90a402f|Type: DailyMed RefID: a10b6ded-4fe0-4059-bd77-c45acc3c876d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a10b6ded-4fe0-4059-bd77-c45acc3c876d
CHEMBL1237104,CHEMBL1213351,PROPOXYPHENE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL4594505,CHEMBL4594505,TECLISTAMAB,Black Box Warning,nephrotoxicity,None,United States: None,None,None,EFO:0011056,
CHEMBL1168,CHEMBL1168,RAMIPRIL,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: e4144b15-406d-4169-9ca7-12a6fce38263 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4144b15-406d-4169-9ca7-12a6fce38263|Type: DailyMed RefID: 0f33b72d-70c6-18fe-07b6-8e36749c84e0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f33b72d-70c6-18fe-07b6-8e36749c84e0|Type: DailyMed RefID: 87b4ed7d-b926-4152-8466-e1e3ccac590d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87b4ed7d-b926-4152-8466-e1e3ccac590d|Type: DailyMed RefID: d270b634-0d6d-4614-b223-a2af1e238c2f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d270b634-0d6d-4614-b223-a2af1e238c2f|Type: DailyMed RefID: 6eb70bb3-1403-4b28-8da5-7756a12d3626 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6eb70bb3-1403-4b28-8da5-7756a12d3626|Type: DailyMed RefID: 45707435-4fc8-457e-9ff2-02d7be9b4a6e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45707435-4fc8-457e-9ff2-02d7be9b4a6e|Type: FDA RefID: ab324cb3-2aaa-b57f-e053-2995a90a2055 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab324cb3-2aaa-b57f-e053-2995a90a2055|Type: FDA RefID: b7e49f05-6d4f-465a-b0d7-f704466a2e52 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b7e49f05-6d4f-465a-b0d7-f704466a2e52|Type: FDA RefID: 5fb23b7d-ed2b-4984-89c8-d0a509b917e1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fb23b7d-ed2b-4984-89c8-d0a509b917e1
CHEMBL1201486,CHEMBL1201486,QUINIDINE POLYGALACTURONATE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL4297839,CHEMBL4297839,TIRZEPATIDE,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,
CHEMBL2107884,CHEMBL2107884,RESLIZUMAB,Black Box Warning,immune system toxicity,None,United States: None,None,None,EFO:0011053,Type: DailyMed RefID: 053b9158-2a5b-48b9-bf47-5fa78a35ec33 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=053b9158-2a5b-48b9-bf47-5fa78a35ec33
CHEMBL1116,CHEMBL81,RALOXIFENE,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,Type: DailyMed RefID: 786f2fa3-5a47-43a7-b4f5-fbb8f4de06fa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=786f2fa3-5a47-43a7-b4f5-fbb8f4de06fa|Type: DailyMed RefID: 6fd63a06-5bc5-4c50-9b85-b09c89100b80 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6fd63a06-5bc5-4c50-9b85-b09c89100b80|Type: DailyMed RefID: 6c61c7a6-201c-4741-b9c3-3a80a37f26d5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c61c7a6-201c-4741-b9c3-3a80a37f26d5|Type: DailyMed RefID: ad3ef791-ac90-4f66-8da6-95b31e4c3eb6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad3ef791-ac90-4f66-8da6-95b31e4c3eb6|Type: FDA RefID: ae557c81-e206-47fd-881e-b8f7fca2a3b0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae557c81-e206-47fd-881e-b8f7fca2a3b0|Type: FDA RefID: f0db29f5-28da-4165-94f8-24727b6b71e5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0db29f5-28da-4165-94f8-24727b6b71e5|Type: FDA RefID: a5102b05-a7b3-4b48-9ed8-a398cce78ea9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5102b05-a7b3-4b48-9ed8-a398cce78ea9
CHEMBL1747,CHEMBL1747,TOBRAMYCIN,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: 9a5cecd6-aa65-42d2-b15a-06b4fcebcc0f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a5cecd6-aa65-42d2-b15a-06b4fcebcc0f|Type: DailyMed RefID: 8cfeb84f-193a-458a-bdec-205d9274e1a4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8cfeb84f-193a-458a-bdec-205d9274e1a4|Type: DailyMed RefID: 6168205f-e917-4826-9519-f444aa51a5b2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6168205f-e917-4826-9519-f444aa51a5b2|Type: DailyMed RefID: a9897444-71f6-42af-9b71-4aa77829ade0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9897444-71f6-42af-9b71-4aa77829ade0|Type: FDA RefID: 02b48684-168c-4cd9-8375-794206eff23e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02b48684-168c-4cd9-8375-794206eff23e|Type: FDA RefID: 10660034-8b30-492c-ae59-171bcbc397da URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10660034-8b30-492c-ae59-171bcbc397da
CHEMBL1200411,CHEMBL589,ROPINIROLE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1201594,CHEMBL1201594,RASBURICASE,Black Box Warning,None,None,United States: None,None,None,None,
